id,app_id,updated,title,version,icon,installs,score,ratings,reviews,price,currency,rating_1,rating_2,rating_3,rating_4,rating_5,developer,released,categories
385,com.id.enem,1730163147,Prepara: Simulado Enem 2024,7.0.0,https://play-lh.googleusercontent.com/KljBrUYJ6oq3qZcoOzUUS2fEZkfgsY8BCv1Ij-74ki7krvaIAnC0tyuXbvQ9pJVliK0,920822,0E-7,0,0,0,VND,0,0,0,0,0,Infinity Development Apps,"5 thg 1, 2018",['Giáo dục']
384,com.id.encceja,1730161220,Prepara: Encceja Simulado 2025,5.0.0,https://play-lh.googleusercontent.com/wMYH7NKE-7ztTHb3EFpH95IkO2yEX5CHynDFaactbc4A28hDxTJ95Z9kZvKthCRSYQ,760358,0E-7,0,0,0,VND,0,0,0,0,0,Infinity Development Apps,"28 thg 6, 2022",['Giáo dục']
383,com.holden.radio,1730180645,Radio ON - radio & audiobooks,5.5.2,https://play-lh.googleusercontent.com/aqmr1NccQk7Hvv08mQrgG8dL2S-KEZ6GAHw2oKmhE28fs0TRJjTuLszi-sCPkTHJ6J5j,793804,4.6875000,21992,0,0,VND,0,1374,0,2749,17868,3dmatic,"8 thg 3, 2019",['Nhạc và Âm thanh']
382,game.redspell.moballey,1730139187,Ёжики,1.9.55,https://play-lh.googleusercontent.com/5KRukKM_0rswQPRClkCmXTsx3krmDNLjcRfX4ueG-RgBvdJZxKNKsaYoMmFH12g1jAJB,600669,4.6900000,69011,33,0,VND,1069,0,2674,10164,54031,Games Extras,"5 thg 10, 2021","['Một người chơi', 'Quản lý', 'Ngoại tuyến', 'Tạo kiểu', 'Phổ thông', 'Làm nông trại', 'Mô phỏng']"
381,com.apps.photo.backgroundchanger.backgrounderaser.removebackground.autocutter,1730122088,Photo Background Changer,6.0,https://play-lh.googleusercontent.com/6WM5QgsIM2lpxbmhOMzPtRvdebkSldaLrTWHCjkui45ItwBSMFzxX2R0LTyVRH2OWw,663644,0E-7,0,0,0,VND,0,0,0,0,0,Technoline Apps,,['Nhiếp ảnh']
380,com.cybercodeonline.cybercode,1730160956,CyberCode: Cyberpunk MMORPG,487,https://play-lh.googleusercontent.com/WxzzPf7hBP6-xcIFQ5h_NWO3hgZx513pxzLp0uPzge_D96oVPOLDsLCy8Fx-195prQ,839788,4.7500000,35944,244,0,VND,1758,0,0,1758,32316,Dex App Studio,"20 thg 9, 2020","['Khoa học viễn tưởng và giả tưởng', 'Tạo kiểu', 'Phổ thông', 'Một người chơi', 'Chiến đấu', 'Giả tưởng', 'Phiêu lưu', 'Nhiều người chơi', 'Nhiều người chơi cùng cạnh tranh', 'Tương tác theo cốt truyện']"
379,com.watermarkeditor.proapp,1730186274,Remove Watermark Create & Add,35.0,https://play-lh.googleusercontent.com/lVWCq1Q2DPnEKU1jLEbSzv0KgRxZLRPlo9M2CkfwVSuTLsAJUo5soNOxQOSmF_zYlbw,668666,2.1666667,1488,4,0,VND,992,0,0,248,248,Zigzag App Developers,"25 thg 1, 2021",['Công cụ']
378,com.callsoft.voicepingpong2,1730180853,VoicePenPal - bạn qua thư,24.10.29,https://play-lh.googleusercontent.com/eJVYbDg3C_kl7Vu2S1ZhHvNh59gHYj197QKvM54Iy7oQPm89BqXtHhZ5AVk-PxOOKe6l,818839,4.2871290,17019,180,0,VND,2497,138,462,462,13272,callsoft,"10 thg 7, 2017",['Xã hội']
377,com.alone.heart.brocken.sad.wallpaper,1730132958,Sad Wallpaper,1.0.5,https://play-lh.googleusercontent.com/exogVEydgvFXUKmvVExAB16LfBXDuqFG5tN60LvdkpnKyoBwp_cvRUIk65-eP02keww,952871,4.4482760,2948,10,0,VND,203,0,203,406,2134,Easy apps,"19 thg 4, 2021",['Cá nhân hóa']
376,com.instadolls3,1730141099,SuperDolls - Crie personagens,6,https://play-lh.googleusercontent.com/MmnaO2zA9NR62utsebkmKj7d15hQWq-2Z_7mMUy2sbygiKwqB4gVqxk4asPMK5-IbrOO,919806,0E-7,0,0,0,VND,0,0,0,0,0,AlexandreFds,"30 thg 9, 2020",['Giải trí']
375,com.orbitv.io,1730154813,Orbitv Thế giới mở TV,4.3.9,https://play-lh.googleusercontent.com/tpZiA530SH0gtLhGEWr6c9dAryCN0hf_xBvlp_PDGo1oxODXgpzLuLLcvsZoPpp6RU4,833923,4.0000000,8122,13,0,VND,1353,0,0,2707,4061,General Broadcast SpA,"29 thg 8, 2020",['Giải trí']
374,com.broken.screen.wallpaper.cracked.background,1730138252,Broken Screen Wallpaper,1.0.7,https://play-lh.googleusercontent.com/xOT2hBxmjhdBAeWXgdy6TPr_g9l-vJRvhQWYo68r7Dn6mpF5cJFipyDwfVIDNMNApI4u,983207,3.2857144,1135,1,0,VND,324,0,162,324,324,Easy apps,"11 thg 3, 2021",['Cá nhân hóa']
373,com.medadom.medadom,1730116461,MEDADOM | Un médecin en vidéo,5.9,https://play-lh.googleusercontent.com/g3DyB718vc-dlSN6oVaqNB0Avx6oA5em2L2aHaSHR4G82wzhm2BMImSjcvvcsiV__Rg,915848,0E-7,0,0,0,VND,0,0,0,0,0,SYNAPSE SAS,"7 thg 6, 2017",['Y tế']
372,com.BattleLab.BuildNowGG,1730143564,BuildNow GG - 1v1 Epic Battles,0.3.4,https://play-lh.googleusercontent.com/MdtXwEOt43tY6GV3-IHAwhdmoW-jY4B1rqvA0m1Yj89Bj4et8FfWGL3cCt_lkDvWbWk,1208386,4.0909090,5554,7,0,VND,504,504,504,504,3534,BattleLab,"19 thg 2, 2022",['Hành động']
371,com.millionare.logomaker4.gaminglogomaker,1730164891,Esports Gaming Logo Maker,1.0.26,https://play-lh.googleusercontent.com/cBdogtg7NEGmI02q-tVEb0uNdG0YsM0oES4vCCcbmDGQDAGTd1tDu8JUpu3CErbx_G4W,654157,4.5000000,4121,3,0,VND,0,515,0,515,3090,Millionaire Appx,"14 thg 2, 2021",['Nghệ thuật và thiết kế']
370,com.onemoregame.leagueofxenoduck,1730123398,Merge Duck 2,1.33.2,https://play-lh.googleusercontent.com/krJo3NeV1WOhbTF96a8thbwWZzzkHVFQIzN5mopoQutT29j2GXJ0FgbHcNde15y4Iaw,835750,4.6517057,24835,1615,0,VND,846,353,622,2942,20061,"OneMore Technology (Shanghai) Co., Ltd.","5 thg 9, 2022","['Phổ thông', 'Nhập vai', 'Tạo kiểu', 'Cạnh tranh', 'Chiến đấu', 'Một người chơi', 'Nhàn rỗi nhập vai']"
369,ro.rcsrds.digisport,1730123726,Digi Sport-Știri&meciuri LIVE,1.1.8,https://play-lh.googleusercontent.com/29dtV0Xw2tuaXTWba1VOCZkrQWX4jkkCAViHa0IttlJMOQEKnRh-lFJtAW0_06alkQg,658768,0E-7,0,0,0,VND,0,0,0,0,0,Digi.Mobil,"13 thg 10, 2021",['Tin tức và Tạp chí']
368,com.wow.camera,1730141591,Wow Camera - Face Filters,4.1,https://play-lh.googleusercontent.com/pTv6GikcZZ9EMA9m_Vwoc3bdLM-KkUdMUynMPzvtcjukoWWXRax8Fn5knrJF8f8mrw,647836,0E-7,0,0,0,VND,0,0,0,0,0,WowCamera,"25 thg 6, 2021",['Nhiếp ảnh']
367,com.nakogames.fashionbaby,1730159528,Fashion Baby: Dress Up Game,1.8.3,https://play-lh.googleusercontent.com/X81xZUxMeQHv4B8Kq4o45xt_Cn1oB_0S3VPsFndXcWR0dF3b3aBmBxtNAt9h4flwcCU,599935,0E-7,0,0,0,VND,0,0,0,0,0,NaKo Games LLC,"12 thg 4, 2021",['Phổ thông']
366,com.nspira.nconnect,1730119894,nConnect Parent,1.3.0,https://play-lh.googleusercontent.com/UWIKcgStgn_63N9TmCEp2EdSvZlLrPK-CqurL9GA89Z73lYBYVtyWBuJ00pRwXULTg,723593,0E-7,0,0,0,VND,0,0,0,0,0,NSPIRA MANAGEMENT SERVICES Pvt. Ltd.,,['Giáo dục']
365,com.tristar.offroad.cargo.truck.freegame,1730138016,Dump Truck 3D Games,1.0.9,https://play-lh.googleusercontent.com/WyXKJRFzjuVxXUd25a8xI7s2DDZzv1aeQ5pWTOKP_RRhmrccOUbZKIKFwRj_J9NJYBJI,880302,0E-7,0,0,0,VND,0,0,0,0,0,Tri Star,"5 thg 3, 2021",['Mô phỏng']
364,com.TTT.watermark.addwatermark.watermarkphotos,1730170222,Watermark - Watermark Photos,1.0.76,https://play-lh.googleusercontent.com/QUhSvUIJx5iNH1RfJWwv77gUpMkGc0Oycubmzt8a_RtSza-50zrttX50Yb-RZi809yE,582124,4.2857140,1846,7,0,VND,263,0,131,0,1450,TTT TEAM,"31 thg 3, 2022",['Doanh nghiệp']
363,br.com.vendah.app,1730150118,Vendah | Renda online,1.86.0,https://play-lh.googleusercontent.com/83VPDQ78Hu5uQtIgfGcchvhK4ZWrF6NgsXoegAma7aFaTLVrSO5n2WiwYImnydqlvA,752640,0E-7,0,0,0,VND,0,0,0,0,0,Vendah,,['Doanh nghiệp']
362,com.callbus.zaritalk,1730185960,"자리톡 - 부동산 임대관리, 집 구하기, 실거주 리뷰",1.6.5,https://play-lh.googleusercontent.com/7UZApk_1pI3ushHUxjFH6SjaDXg8SniNs4c1iA-ZELxNg7Sq-vBvUcRzOcjPWkCpwBCN,922091,0E-7,0,0,0,VND,0,0,0,0,0,(주) 콜버스랩,"13 thg 9, 2021",['Nhà cửa']
361,co.weverse.phoning,1730101126,Phoning,2.1.8,https://play-lh.googleusercontent.com/fuxcgolZHYW-6aeQsBup_OsWhAKs7kM6Su1nDTCP6h5fGIzhTPe2s47J8BLQac1jsAs,587815,4.8900000,6464,197,0,VND,53,53,0,253,6064,WEVERSE COMPANY Inc.,"24 thg 7, 2022",['Xã hội']
360,battle.build.idle.dinosaur,1730129494,Dino Islands: Collect & Fight,3.0.9,https://play-lh.googleusercontent.com/87kxRWJj806Q4eqvtSgc12Mq_Mlyqz7Kp81Temt1uOH9veH7OWd-nU5t4WVDxrNi9XM,818378,4.4166665,456,13,0,VND,47,9,9,28,361,MAD PIXEL,"28 thg 7, 2022",['Chiến thuật']
359,com.dev.logomaker.logocreator.designer,1730176007,Logo Maker : Graphic Designer,1.1.15,https://play-lh.googleusercontent.com/KHbd44xlHNQMUsxVO8oMh76gQZmTaBxbOO7MQLgBmlqo8RJtKloo4xwNuH0bKToxPHo,891165,0E-7,0,0,0,VND,0,0,0,0,0,Sadhu Studio,"18 thg 7, 2022",['Doanh nghiệp']
358,com.carwhile.rentalcars,1730177185,Thuê xe ・ Xe cho thuê giá rẻ,4.4.0,https://play-lh.googleusercontent.com/3ipvVaduD9vEMkl7NwIYM0RALgKme8CkAwF9NF29ybQPGUUlg6RnA5ztPdfSmDGXtME,820614,4.5384617,4405,10,0,VND,338,0,338,0,3727,"Flights, Hotels & Rental Cars Booking by Bookians","5 thg 1, 2022",['Du lịch và Địa phương']
357,com.ebook.shwenote,1730132031,ShweNote: 30 min book summary,4.2.2,https://play-lh.googleusercontent.com/V6GpIwIuPm9IT48Y-_CfqNGb1bpEU89cO63yV0krzHF6qbE0hTAd37WwE4PobX2QYo4,965279,0E-7,0,0,0,VND,0,0,0,0,0,GenZ Power Myanmar,"26 thg 11, 2020",['Sách và Tài liệu tham khảo']
356,es.miotek.webel,1730149442,Webel – Servicios a domicilio,2.62.3,https://play-lh.googleusercontent.com/to5vw8yN__d9CPiQ0C7cblitePs08xKZ-vDsXyeTVujwBjoccacgSVAGfdhpoP8mFGY,552308,0E-7,0,0,0,VND,0,0,0,0,0,Webelapp Technologies,,['Lối sống']
355,com.gameicreate.restaurantdiary.cooking.games.android,1730176506,Restaurant Diary: Cook & Style,1.3.5,https://play-lh.googleusercontent.com/eAL543vnxSfDrGkd45DnhWS9Zgi8JmrWSsferDl4HGhSh2a7An2vX6bmn1vQz4rFa7XD,765764,4.7647057,3447,21,0,VND,40,40,81,364,2919,GameiCreate,"19 thg 1, 2023","['Mô phỏng', 'Quản lý thời gian', 'Ngoại tuyến', 'Phổ thông', 'Một người chơi', 'Tạo kiểu']"
354,com.gg.TruckDriving.SimulatorGames.OffroadTruckGames,1730117955,Xe tải chở hàng nặng lên núi,1.6,https://play-lh.googleusercontent.com/tLlb7nAO1WtZt4yYZZNOS99EjhZeh8JJwZIoyHwQZ_djH0nKRxWcdL5mjIP4Lx6XyRih,820608,3.6923077,1036,1,0,VND,318,0,0,79,637,Offline Games Gallery,"6 thg 7, 2022","['Mô phỏng', 'Mô phỏng xe tải', 'Xe']"
353,healthy.smoothie.recipes,1730175626,Công thức nấu sinh tố dễ dàng,11.16.450,https://play-lh.googleusercontent.com/TEiEtFraCipu2jiX-dEu0aunhXbh-gA9XMI7ysaQFtk0uR6BTlAxkAlrvw3g5T4a3w,569872,4.8000000,1281,1,0,VND,0,0,0,256,1024,Riafy Technologies,"15 thg 4, 2020",['Ăn uống']
352,com.tamil.tamilmovies,1730172892,Tamil Yogi,104.0,https://play-lh.googleusercontent.com/r2zICa4JigHghMB4V7Q0TN-QhjKm9k4BkYJPIoeUNn1NVBGCX2c-2kmcoOnuU5Lwjg,924310,0E-7,0,0,0,VND,0,0,0,0,0,Kichadi,"18 thg 4, 2022",['Giải trí']
351,com.FireTotemGames.AWebbingJourney,1730165108,A Webbing Journey Demo,0.8.6,https://play-lh.googleusercontent.com/UPHlUdoULWMya9A71iEBft_TciRHPEpb-PPQdQw6kdQGL908q7NsKj12TyGEWiSUmC8,904161,4.5000000,3541,33,0,VND,160,160,0,643,2575,Fire Totem Games,"18 thg 5, 2023",['Phiêu lưu']
350,com.idt.farmingtractorsimulatorgames.tractorgames,1730112096,Indian Tractor Simulator 2018,1.4,https://play-lh.googleusercontent.com/3q3iy7wXeAMdnOmyH7TQOGPDNHimSMbVvoNdU3grAsC0unIjn_jDfQwq0B5r9vMDq6uD,995690,0E-7,0,0,0,VND,0,0,0,0,0,Identive,"30 thg 3, 2023","['Tạo kiểu', 'Ngoại tuyến', 'Làm nông trại', 'Mô phỏng', 'Phổ thông', 'Quản lý', 'Một người chơi']"
349,werewolf.romance.choicegame,1730170996,Moonlight Ascension - Otome,1.7.5,https://play-lh.googleusercontent.com/eboWE_5jJlLCbn_jcwuqNwTIZvS_nxmBWHMw_7X1Il6b9mNYwGJN2mNVHYpIzGeWOWI,740729,4.6039605,41096,110,0,VND,1533,306,1533,5213,32048,Heartblaze,"28 thg 2, 2023","['Hoạt hình Nhật Bản', 'Lãng mạn', 'Phổ thông', 'Mô phỏng', 'Cuộc sống', 'Tạo kiểu', 'Một người chơi', 'Hẹn hò']"
348,com.stickman.thief.toilet.attack.rope.games,1730185054,Gangster Rope Game Grand Mafia,4.5,https://play-lh.googleusercontent.com/EhXpSL1klNnPuJAYTeqeuJvzfb2GinQuzam9EkNrpeuEetu62jE70pETqX7soCfROZk,687589,3.0000000,78,4,0,VND,15,15,23,0,23,Yearning Gamerz,"12 thg 7, 2023",['Mô phỏng']
347,com.hussaintt55.genius,1730121519,العباقرة - لعبة ذكاء و تحدي,8.4.2,https://play-lh.googleusercontent.com/AUBkMZzSILFQrBeQWLuHayswUVHRytSAu3SIzSh2JA7NgnB7myChZV45vKuRDbA8K5g_,896706,0E-7,0,0,0,VND,0,0,0,0,0,Hussain Tarek,"19 thg 5, 2023",['Đố vui']
346,com.videoplayer.hdvideoplayer.allformat,1730115392,Trình phát video HD,1.6.4,https://play-lh.googleusercontent.com/1uxkCmG-Ow9kMAzehwivRmpOIJ-8QhTph4nhLycriOlZpdJukDw3dR1GvRs0eI0Q0A,793693,4.4226804,7591,16,0,VND,860,0,156,626,5947,Tools Generation Hub,"19 thg 2, 2024",['Xem và sửa video']
345,com.phoneclone.sendanywhere.mobiletransfer.easymover.smartswitch,1730110443,"Switch Mobile, Phone Clone App",1.33.8,https://play-lh.googleusercontent.com/IjZJmLvxdTd1ymv56ihFoM0Pw3jO538iAZbM2L8XBchjdpPtf1TasCCOEzXqr--Gvec,897300,4.4687500,7284,3,0,VND,455,0,455,1138,5235,Apeeto Apps,"21 thg 4, 2024",['Năng suất']
344,com.free.scanning.inf,1730175239,InfScan QR Code&BarCode Reader,2.6.424,https://play-lh.googleusercontent.com/rURYkeJYWO-U4wGKHddQefEqVoBytEnEKzp9biYILkuIiWFQUZ4ZBBjJ4h4Q0LAuHEA,890722,3.6904762,25681,4,0,VND,5503,1222,2445,3057,13451,CelestialNova,"3 thg 6, 2024",['Công cụ']
343,com.fast.pro.smart.vpn,1730185005,Fast VPN Pro - Secure Service,1.2.49,https://play-lh.googleusercontent.com/WYTfSh6-HL5qmIwuk6IvQbEWGSvX6bCdi6HIOpj4PNnkoAzKxHvWQziOfgq_bNcbonl_,801792,4.1538463,1974,0,0,VND,0,303,303,151,1214,FIFA VPN,"24 thg 5, 2024",['Năng suất']
342,com.mobileappsupdate,1730123034,Software Update - Phone Update,1.1.7,https://play-lh.googleusercontent.com/TpOFLHl13l36p5z6-vKqEApbje-oSVXNDcuF6Wa_gCqHulQSV8i7m-H14dfTF5PURA,602640,4.2424240,2204,12,0,VND,333,0,0,333,1536,Art & Tool Studio,"30 thg 4, 2024",['Công cụ']
341,com.hulchulseries,1730123199,Hulchul - MOVIES & WEBSERIES,1.42,https://play-lh.googleusercontent.com/vE5ebSZXQ1Fi9cRWzLbvNh7A7b4xa9Ip5KBDCGdnuhGyJBcGc1FofwvyO4WuibITLn0,507954,0E-7,0,0,0,VND,0,0,0,0,0,Bindaas Multimedia,,['Giải trí']
340,com.tt.coloring.drawing.boys,1730113745,Toddler Coloring Book For Boys,1.1.6,https://play-lh.googleusercontent.com/53eVWo6R0z6iKhyAOA8PH2KhdxjOzUSg_pDshvHb2JlFK-mcAQ-m3hWYQNdYwPTy_Nk,799653,0E-7,0,0,0,VND,0,0,0,0,0,Toy Tap LLC,"29 thg 6, 2024","['Tạo kiểu', 'Một người chơi', 'Vẽ', 'Thủ công mỹ nghệ', 'Ngoại tuyến', 'Giáo dục', 'Phổ thông']"
339,com.mcpe.mods.addons.anime,1730129181,Anime Mod and Addon for MCPE,1.0.3,https://play-lh.googleusercontent.com/F7Camv0mpmRVPFy7S84hVeTASyGfKEiOn5HPxhbG0OUJTESKbQmzSEzgTD9mjpcr1vOF,829793,4.1960783,3738,51,0,VND,501,62,104,501,2526,Maps with Addons and Mods for Minecraft PE,"13 thg 3, 2024",['Giải trí']
338,com.BinaryCores.A145G,1730152945,Galaxy A14 5G Wallpaper,32.2,https://play-lh.googleusercontent.com/AVSQHglpUKxSfeXKbUaetGgk3TCWm84xUamswhkilbUIuniz1Ci2Pr6BtO61yPd5jA,779376,4.8421054,3662,4,0,VND,0,0,192,192,3276,Binary Cores,"26 thg 1, 2023",['Cá nhân hóa']
337,com.animebrasil,1730145218,Animes Brasil,2.2.4,https://play-lh.googleusercontent.com/F9i7ZCrhFZ9Yv-Gw1iFSgVJp18C8ofC9pKkWwzTZAeqX-B3f6w7py_Vr8ZzCXrlDi4M,941058,0E-7,0,0,0,VND,0,0,0,0,0,BRTecnologia,,['Giải trí']
336,com.monster.playground.sandbox,1730185155,Ragdoll Monster: Sandbox Play,1.0.5,https://play-lh.googleusercontent.com/mwt2lKpk7YC_rPyGR5dALyoU3LTLM0PsgFGVN3LyOwfLC9tn8wZLpOQN85eFzKB9vA,660297,3.6444445,511,9,0,VND,136,22,22,34,295,Ragdoll Game,"18 thg 9, 2024",['Mô phỏng']
335,com.nineyi.shop.s002131,1730168203,康是美網購 eShop,24.11.1,https://play-lh.googleusercontent.com/eRkLZEd89fj5XRIp3zzPKBBmu1NBJ8-hQmD8uWC4RHbrq_-eGOMcflf9fZsq5qAGFG1L,1255597,0E-7,0,0,0,VND,0,0,0,0,0,統一生活事業股份有限公司,"29 thg 5, 2016",['Mua sắm']
334,net.carsensor.cssroid,1730182590,中古車アプリカーセンサー,8.19.1,https://play-lh.googleusercontent.com/dTUlOvm8HAQUM4qzBGCEahWikEM28YFyt3eYquIftFZwrbZAawhdThjBK0l9dwaZmw,2300433,0E-7,0,0,0,VND,0,0,0,0,0,"Recruit Co.,Ltd.","26 thg 9, 2010",['Ô tô và xe cộ']
333,dk.tv2.nyhedscenter,1730109254,TV 2 Nyheder,9.5.16-9385:RELEASE,https://play-lh.googleusercontent.com/44FspJS9ak0sg3wfb3rcQgCS-ihENK41jFHZs_fPgdZhVT_juma0YGujRnEV27AxHlE,620871,0E-7,0,0,0,VND,0,0,0,0,0,TV 2 Danmark A/S,"3 thg 4, 2013",['Tin tức và Tạp chí']
332,com.logos.androidfaithlife,1730155694,Faithlife Study Bible,37.0.1,https://play-lh.googleusercontent.com/f1JQ2Jgv0O1fySxDZHS600pCvUEP9XZzWY3aSbNvyn13Q1uDM-kypn7Mqby-Wb5yJFs,685409,5.0000000,10973,4,0,VND,0,0,0,0,10973,Faithlife,"4 thg 4, 2012",['Sách và Tài liệu tham khảo']
331,at.helloagain.deichmannro,1730116585,Deichmann Plus România,1.22.1,https://play-lh.googleusercontent.com/e1A_39mm4CQzp4n3oQk4xYGZljzEjlBSW1-9VFsuBAEPUBTNRvt8yYZnyybK25cceA,513898,0E-7,0,0,0,VND,0,0,0,0,0,Deichmann Romania,"11 thg 3, 2022",['Mua sắm']
330,com.sanit.notekeeper.master,1730185281,NoteKeeper Master,1.0.4,https://play-lh.googleusercontent.com/wi6ZeLJY1BkjsceeL86AvXQSoaZiBT_BXnAmesl63nnzhJ3bW2WesW7BP42boMVI_1M,259603,4.1176470,498,1,0,VND,87,0,29,29,351,CassioDev,"8 thg 10, 2024",['Lối sống']
